0.0	0.0	31.0	46.0
1.0	0.0	131.0	51.0
2.0	0.0	15.0	42.0
3.0	0.0	29.0	24.0
4.0	0.0	16.0	25.0
5.0	0.0	54.0	95.0
6.0	0.0	132.0	25.0
7.0	0.0	28.0	35.0
8.0	0.0	199.0	126.0
9.0	0.0	214.0	100.0
10.0	0.0	98.0	27.0
11.0	0.0	169.0	144.0
12.0	0.0	91.0	80.0
13.0	0.0	154.0	102.0
14.0	0.0	23.0	125.0
15.0	0.0	207.0	119.0
16.0	0.0	96.0	103.0
17.0	0.0	62.0	36.0
18.0	0.0	198.0	102.0
19.0	0.0	31.0	99.0
20.0	0.0	105.0	93.0
21.0	0.0	222.0	87.0
22.0	0.0	188.0	141.0
23.0	0.0	213.0	133.0
24.0	0.0	95.0	16.0
25.0	0.0	190.0	116.0
26.0	0.0	182.0	89.0
27.0	0.0	215.0	167.0
28.0	0.0	34.0	157.0
29.0	0.0	66.0	79.0
30.0	0.0	98.0	64.0
31.0	0.0	12.0	162.0
32.0	0.0	197.0	146.0
33.0	0.0	210.0	68.0
34.0	0.0	127.0	98.0
35.0	0.0	17.0	133.0
36.0	0.0	45.0	146.0
37.0	0.0	66.0	93.0
38.0	0.0	209.0	109.0
39.0	0.0	73.0	111.0
40.0	0.0	190.0	96.0
41.0	0.0	149.0	144.0
42.0	0.0	15.0	99.0
43.0	0.0	133.0	141.0
44.0	0.0	87.0	63.0
45.0	0.0	139.0	100.0
46.0	0.0	168.0	110.0
47.0	0.0	20.0	75.0
48.0	0.0	206.0	86.0
49.0	0.0	22.0	86.0
50.0	0.0	72.0	58.0
51.0	0.0	26.0	166.0
52.0	0.0	65.0	66.0
53.0	0.0	195.0	59.0
54.0	0.0	117.0	140.0
55.0	0.0	78.0	120.0
56.0	0.0	72.0	45.0
57.0	0.0	101.0	79.0
58.0	0.0	12.0	69.0
59.0	0.0	162.0	54.0
60.0	0.0	224.0	118.0
61.0	0.0	177.0	69.0
62.0	0.0	47.0	55.0
63.0	0.0	139.0	13.0
64.0	0.0	203.0	137.0
65.0	0.0	42.0	35.0
66.0	0.0	130.0	67.0
67.0	0.0	76.0	93.0
68.0	0.0	225.0	75.0
69.0	0.0	61.0	120.0
70.0	0.0	134.0	37.0
71.0	0.0	116.0	25.0
72.0	0.0	198.0	32.0
73.0	0.0	38.0	72.0
74.0	0.0	213.0	157.0
75.0	0.0	169.0	20.0
76.0	0.0	58.0	160.0
77.0	0.0	208.0	49.0
78.0	0.0	77.0	19.0
79.0	0.0	182.0	34.0
80.0	0.0	152.0	55.0
81.0	0.0	62.0	19.0
82.0	0.0	75.0	74.0
83.0	0.0	167.0	66.0
84.0	0.0	148.0	20.0
85.0	0.0	213.0	58.0
86.0	0.0	122.0	120.0
87.0	0.0	132.0	156.0
88.0	0.0	177.0	80.0
89.0	0.0	194.0	71.0
90.0	0.0	183.0	49.0
91.0	0.0	116.0	64.0
92.0	0.0	125.0	109.0
93.0	0.0	148.0	66.0
94.0	0.0	195.0	20.0
95.0	0.0	145.0	116.0
96.0	0.0	15.0	114.0
97.0	0.0	224.0	132.0
98.0	0.0	54.0	69.0
99.0	0.0	50.0	136.0
4.0	0.05896496772766113	15.9656	25.056
7.0	0.05824136734008789	27.9242	35.047
3.0	0.059200286865234375	28.9177	23.9243
2.0	0.05873751640319824	14.9926	42.0663
4.0	0.06935787200927734	16.0932	24.9337
7.0	0.07024049758911133	28.0914	34.8333
2.0	0.07056641578674316	15.0287	41.8607
0.0	0.062445640563964844	30.7302	46.2491
17.0	0.06294941902160645	62.4307	35.6584
3.0	0.07559394836425781	29.1326	23.8435
13.0	0.06313705444335938	154.513	102.513
7.0	0.07802438735961914	28.2059	34.8004
4.0	0.07704639434814453	16.2574	24.8525
2.0	0.07692337036132812	15.1385	41.7712
24.0	0.06683588027954102	94.8736	15.2942
96.0	0.06631660461425781	15.2569	113.739
4.0	0.0847935676574707	16.3514	24.8918
2.0	0.0823216438293457	15.3218	41.8326
0.0	0.07204842567443848	30.7066	46.1186
7.0	0.08614730834960938	28.2346	34.9256
78.0	0.07377004623413086	77.128	19.0854
3.0	0.08624148368835449	29.3105	24.0334
49.0	0.08109140396118164	21.9962	86.108
98.0	0.07354497909545898	54.0433	69.6748
2.0	0.08769440650939941	15.3844	41.9183
4.0	0.08963346481323242	16.3591	25.0827
31.0	0.08164095878601074	12.3885	161.903
0.0	0.08252239227294922	31.0657	46.0638
7.0	0.0905160903930664	28.2176	35.0872
10.0	0.07161617279052734	98.4433	26.7036
35.0	0.06972885131835938	17.1202	132.766
24.0	0.08924102783203125	95.562	15.9554
14.0	0.07924842834472656	23.1937	124.833
42.0	0.08469343185424805	14.9101	99.1348
71.0	0.07728195190429688	116.464	24.5305
62.0	0.08710336685180664	47.2577	55.4531
3.0	0.09370565414428711	29.2352	24.1736
2.0	0.0932614803314209	15.3295	41.9133
97.0	0.07639408111572266	224.012	131.954
25.0	0.07278299331665039	190.211	115.716
4.0	0.09546947479248047	16.2342	25.1562
11.0	0.07811164855957031	169.022	144.304
40.0	0.07268381118774414	190.154	95.6278
7.0	0.0956573486328125	28.1738	35.2204
18.0	0.07353448867797852	198.169	101.924
51.0	0.08330154418945312	26.4852	165.852
56.0	0.07254648208618164	72.0998	45.0415
60.0	0.0758061408996582	224.096	117.922
97.0	0.08698558807373047	223.966	132.092
96.0	0.09308528900146484	15.6993	113.704
3.0	0.1006464958190918	29.1024	24.2373
4.0	0.09988880157470703	16.2403	25.2102
7.0	0.10093879699707031	28.1227	35.267
2.0	0.09818840026855469	15.2404	41.9799
54.0	0.07472085952758789	117.675	138.944
25.0	0.08120012283325195	190.425	115.534
0.0	0.09445738792419434	31.1548	46.0587
47.0	0.08694195747375488	19.7987	75.2503
58.0	0.08694195747375488	12.0832	69.2114
60.0	0.08193778991699219	224.254	117.796
31.0	0.09775352478027344	12.5036	162.129
17.0	0.07728242874145508	62.1615	35.7502
65.0	0.07717132568359375	42.0295	34.8755
10.0	0.10029411315917969	98.6208	26.6526
22.0	0.07851243019104004	187.924	141.287
24.0	0.10299253463745117	96.1643	16.1604
23.0	0.07940101623535156	213.114	132.837
52.0	0.07535552978515625	65.3489	66.3607
71.0	0.08096647262573242	116.695	24.2801
45.0	0.0743560791015625	138.887	100.152
38.0	0.07527995109558105	209.227	108.873
6.0	0.07442545890808105	132.521	24.8173
19.0	0.07532548904418945	30.9246	98.8983
15.0	0.07545614242553711	207.194	118.913
97.0	0.0901021957397461	224.039	132.123
35.0	0.09785890579223633	17.5698	132.737
8.0	0.07558250427246094	199.22	125.822
4.0	0.10357284545898438	16.2023	25.2444
9.0	0.07823443412780762	214.128	99.9356
7.0	0.10398006439208984	28.0404	35.3036
2.0	0.10242700576782227	15.2466	42.0651
60.0	0.0858609676361084	224.327	117.727
23.0	0.09120988845825195	213.205	132.802
64.0	0.07981252670288086	203.105	136.861
25.0	0.0852205753326416	190.34	115.737
3.0	0.1058814525604248	29.1515	24.2552
40.0	0.08615636825561523	190.269	95.7222
14.0	0.10048484802246094	23.4245	124.99
73.0	0.09107160568237305	37.7807	72.6334
5.0	0.08116436004638672	54.259	94.6641
18.0	0.08643293380737305	198.232	101.956
32.0	0.0803995132446289	197.123	145.949
49.0	0.09774255752563477	22.2211	86.2976
15.0	0.08425283432006836	207.225	118.847
97.0	0.09189176559448242	224.03	132.15
81.0	0.09087705612182617	61.8101	18.8155
7.0	0.10772514343261719	28.072	35.3813
38.0	0.0857539176940918	209.326	108.836
8.0	0.08524417877197266	199.288	125.771
23.0	0.0919351577758789	213.231	132.792
0.0	0.10140347480773926	31.1166	46.1088
64.0	0.08708810806274414	203.161	136.801
4.0	0.10756587982177734	16.2523	25.3617
11.0	0.09100675582885742	169.116	144.299
60.0	0.09067964553833008	224.266	117.845
22.0	0.08863449096679688	188.028	141.369
71.0	0.10803031921386719	116.598	24.1496
3.0	0.10988378524780273	29.087	24.4301
2.0	0.10631442070007324	15.273	42.1317
97.0	0.09602880477905273	224.139	132.128
10.0	0.11057758331298828	98.2975	26.7778
98.0	0.10652947425842285	54.0928	69.4687
24.0	0.11112260818481445	95.9007	16.026
60.0	0.09405755996704102	224.356	117.839
7.0	0.11052083969116211	28.0167	35.4509
32.0	0.08701848983764648	197.218	145.958
28.0	0.08871936798095703	34.4865	157.046
25.0	0.09160947799682617	190.447	115.734
23.0	0.09482645988464355	213.247	132.864
64.0	0.08861351013183594	203.226	136.781
22.0	0.09307479858398438	188.184	141.237
2.0	0.10968947410583496	15.2586	42.1667
42.0	0.1028444766998291	15.1003	99.3167
4.0	0.11118149757385254	16.1568	25.4221
95.0	0.08539056777954102	145.257	115.739
8.0	0.08752632141113281	199.309	125.784
15.0	0.09239959716796875	207.268	118.881
6.0	0.10866832733154297	132.783	24.8973
97.0	0.10307788848876953	224.276	132.114
37.0	0.07892751693725586	66.1231	93.1515
40.0	0.09329938888549805	190.355	95.8582
51.0	0.10414648056030273	26.62	166.127
9.0	0.08954238891601562	214.276	99.7551
38.0	0.09298396110534668	209.297	108.87
54.0	0.09383106231689453	117.517	139.402
60.0	0.10088396072387695	224.436	117.825
23.0	0.09929656982421875	213.28	132.9
86.0	0.08394765853881836	123.209	119.206
7.0	0.11303949356079102	27.9891	35.5518
45.0	0.09615898132324219	139.195	100.279
0.0	0.10795259475708008	31.0968	46.1478
18.0	0.0925905704498291	198.202	102.007
76.0	0.08119630813598633	58.5895	159.86
3.0	0.11381649971008301	28.9687	24.4606
2.0	0.11305761337280273	15.3039	42.1999
32.0	0.09073686599731445	197.287	145.942
65.0	0.0956888198852539	41.9464	34.9978
29.0	0.0799260139465332	66.0325	79.3907
97.0	0.10928583145141602	224.315	132.016
71.0	0.11337661743164062	115.861	24.9648
64.0	0.09476256370544434	203.255	136.751
19.0	0.10404086112976074	30.9264	99.0388
60.0	0.10849714279174805	224.531	117.759
8.0	0.09212350845336914	199.45	125.806
15.0	0.09713459014892578	207.279	118.91
11.0	0.1010890007019043	169.25	144.713
4.0	0.11447429656982422	16.1178	25.5327
25.0	0.1034688949584961	190.502	115.818
38.0	0.10007381439208984	209.358	108.865
23.0	0.10892438888549805	213.335	132.957
9.0	0.10284280776977539	214.403	99.6617
7.0	0.11623454093933105	28.1011	35.5103
22.0	0.09742403030395508	188.285	141.194
60.0	0.11177492141723633	224.517	117.794
97.0	0.11261653900146484	224.426	131.999
96.0	0.10901212692260742	16.026	114.029
50.0	0.08238101005554199	72.5924	58.3837
36.0	0.08926200866699219	45.5377	145.955
44.0	0.0825796127319336	87.3053	63.125
64.0	0.09833693504333496	203.33	136.759
45.0	0.11534690856933594	139.221	100.318
2.0	0.11676311492919922	15.467	42.2414
32.0	0.09640312194824219	197.354	145.972
15.0	0.10794496536254883	207.351	118.913
31.0	0.11200809478759766	12.7076	162.148
3.0	0.11837100982666016	29.1946	24.4608
17.0	0.10484743118286133	62.8742	35.8856
4.0	0.11779546737670898	16.1888	25.6072
38.0	0.10917854309082031	209.441	108.864
0.0	0.11363649368286133	31.2214	46.1969
48.0	0.08567953109741211	206.436	85.9362
52.0	0.1053471565246582	65.6797	66.4296
23.0	0.11112403869628906	213.433	132.898
47.0	0.10622048377990723	20.1692	75.3381
8.0	0.09850692749023438	199.395	125.849
60.0	0.11473202705383301	224.5	117.899
43.0	0.08714699745178223	133.376	140.833
92.0	0.08571004867553711	125.835	108.826
40.0	0.1129460334777832	190.539	95.8497
41.0	0.09754657745361328	149.361	144.047
39.0	0.08452701568603516	73.4909	111.102
9.0	0.11234498023986816	214.476	99.8365
25.0	0.11234855651855469	190.401	115.942
21.0	0.08801984786987305	222.198	87.0375
18.0	0.10667181015014648	198.275	101.985
97.0	0.11582279205322266	224.527	131.926
62.0	0.09903192520141602	47.0969	55.6269
49.0	0.11237454414367676	22.4782	86.3973
73.0	0.11576151847839355	37.9831	72.5591
71.0	0.11948204040527344	116.25	25.0516
24.0	0.12042546272277832	96.1697	16.2638
7.0	0.12000465393066406	28.2321	35.5124
1.0	0.08368635177612305	131.413	51.1523
66.0	0.08368635177612305	130.415	67.302
10.0	0.11890840530395508	99.087	27.0017
64.0	0.1049046516418457	203.525	136.667
15.0	0.11265039443969727	207.353	118.919
58.0	0.10668349266052246	12.6467	69.0997
32.0	0.09858083724975586	197.345	146.035
74.0	0.09017086029052734	213.419	156.893
4.0	0.12096834182739258	16.3837	25.4837
26.0	0.0844278335571289	182.286	88.7329
6.0	0.1189124584197998	132.344	25.2224
